id,content,session_id,question_id
470,3,SM89a97cd87e73865c1fde7c1ca2d5e440,2
473,1,SMc0beb7058267494e1c28d12a3ff64db2,3
474,2,SM83071acf6f6ec54f3838dabe6929b4ad,1
476,4,SM57ea69162f16b1e614238f65bdec7a73,2
477,3,SM93ecdedc923e0a328b8704bdf0255767,1
479,2,SM19ed5216d38d6fff5bc21e55ba4a35d7,2
482,1,SM5276dfb153ae2c9b7611e3f1ddf2fe1c,2
483,1,SM90bd9be21f1d37337e438f524271646e,3
484,4,SM7a1a139bb5a61683bd27f3c0b240e999,1
487,4,SM11844091622051cb085a40ce4237b87e,3
488,4,SMe1349b1911c40ae661ee3098f6a8381d,2
489,4,SM4a57232a96ecac6dc6213c7ffed678cd,3
490,4,SM2a2949699d6f449a783e2eb5c4d26c6e,1
491,3,SMf82c304367cdb5e32f53fbab08b62440,2
493,5,SM719413f0ac5c51fb97a1ac30acca942c,1
495,2,SMf46f64794935fef37f20aab3cba1ee0c,3
496,1,SMa92455a40a3924a5a04e1c8e7dc534c9,1
497,2,SM3c6bc5f38d6b9e5e984cce4044ded23f,1
498,4,SM64065380191fa299d3abc5ca83ed0b32,2
501,5,SM340c1ac65747cb183d5720028e36e5af,3
502,Yes,SMdc68b0bbc0edaa0d6162fc5c3d6df6c6,1
503,1,SM2bd8d9d20d7b0f68ac056a6d97330dd5,2
504,2,SM20596bab5acb05dc2013ee3be0d90db7,3
507,5,SMdc91a99c096c6a4572942110e78aa2da,3
508,5,SM0a37858e1c223f826e9f3fef56af03d8,1
510,1,SM8a7bc691c2d54cae58988d0f8c2c5a25,3
512,1,SMc416b838ece4ea4410a38327b7c05315,2
513,3,SM1ff6cf2675be1e98be7482014e01dbd2,3
514,Ok,SM394e34ab7c7ccf3866facd8cddf5ac31,1
517,5,SMe730c758a1c8d92e2c25e183b6717a04,1
518,1,SM9e067637e04a54e92fa4b65836131f76,2
465,1,SM8f2496d9ed56d03071b079e94e28a7ba,3
466,3,SMdf615df0b9d38e90ef93147f1bced96b,2
467,2,SM72f7ef163331cca1baf0f90000155d96,3
469,2,SM22cd236f756a5f0cd851e1a9f209aebb,1
471,2,SMccb908370b78df83d5418f25ba0ed902,2
472,3,SM30fb6aaf7c3f04d3953f7d7dd1857288,3
475,1,SMcdf7aae6ae7c9631f7774622de0bed57,3
478,3,SMbffafc077c7d8a509d84549c6aabc4a4,3
480,3,SMc83b4b5ca9d60de2826948922e64cf68,3
481,5,SM344eae14addf8bb505323ee8ca1148d3,1
485,2,SMe4265f1c9e622ecced0b152923be9aed,2
486,3,SM0422fa35c623a205b2d3ee25a69c8891,1
492,4,SM7d33991fffb4f73dafea156a5c29b76e,3
494,1,SMb0c7567d85c02d307c73741c8e979336,2
499,3,SM5f773328bb6d66900a346e96ced4235c,2
500,1,SMdc5e36a0966fe58240ec64c45631b97d,3
505,3,SM4e4cfb4c841e7d2c1535d639a21451fe,1
506,1,SM2078a43a556d8fd0e641a4a29e0a9999,2
509,1,SM5a93ba82eb615a9ed83450b3c819439f,2
511,5,SMbed2a2e831a74dd0c9cd5155878208ad,1
515,4,SM6f91be6e0e2f6a77a8bde24c2d75c3aa,2
516,3,SM15b965cd7670b7c01c1106229ecca8b4,3
519,3,SM8c32a364060b883c3e612a5b81f79598,3
520,5,SMcd9fe9fccf247321fc6ca8141ab5d231,4
521,4,SM6ac1d8747535afcaf1dffe049f6842d3,4
522,3,SM9b340058ddf7153d151ca4b39ff64c68,4
523,4,SM7abb36e192ef19b47a95bc7ec23d2ff9,4
524,2,SM8a0b4b25f3529c04e1fe4c8a53d04e20,5
525,2,SM6a575f50e103cfd9d1815627cc3bf1d7,5
526,2,SM83b41f1e14a64ed0f720d39ee2a39236,5
527,1,SM68066873e46456c5e8a225faf7532061,5
528,1,SM5c4f446e6eda61fc18b3b58c9bbde254,6
529,2,SM5a5c66a2addfc0ad44fb0ecc4f001581,4
530,1,SMae469e480d1ffa5c8da4abca8c5061c9,6
531,2,SMc416534989dea6ff464be9dbbfdd8600,6
532,5,SM544c85d25ac13e235fff4fdfd887f014,5
533,3,SMab606d79b119e5abea8322bb3d313c6c,6
534,3,SM65198586b440ff665354ce53fa173556,6
535,3,SMb244688ef11885b2d04d37a884fac54e,4
536,6,SMec110dbe13483d81f525ff474645aae9,4
537,3,SM7b5daaf20bd597dcf5b628baa1aca255,5
538,1,SM555a30c80e6c294bedb4cea473554c8e,5
539,5,SM7b1953c0d6966cae2354aa6686050d80,4
540,3,SM96ec66109226840c88bef0701f56a9f9,1
541,3,SMffca37170cf219dfe7fcd8f7ab4c586b,6
542,2,SMa440979f352a7db1fbbae4331650c2b6,6
543,2,SMa48a9e4743415c0c3e9d5b437b45dc2e,2
544,2,SMb02cc01a897b6e1841b36228a2fa3e70,3
545,1,SM774061385616bf401d8fdbbea81dafd2,5
546,1,SM5bff0209f2a23682ef6ef22bd750b80c,6
547,5,SM858fdabc00ae688d8aa87b2972c44d96,4
548,2,SM32606f0be172bb396e250912cf01fced,5
549,3,SM4ebe2be7accbe3a60d51ce52c139b3c3,6
550,4,SM7496481a188681dd0877a657dfb50d52,1
551,2,SMdd6fcfb17c959190db085f14c81c12ed,2
552,2,SMd8b306134f56bb600c7d52da847a715d,3
553,3,SM37e2938fb3f9253166899674c579102f,1
554,1,SMc34762890d17e63b0adc68426f291a2c,2
555,2,SM4dae9b79f766145f2399d30f99bb4edc,3
556,5,SMc4984d1d99a589613b79d36cf22ed9e9,4
557,5,SM52fff0e5779df23874183936326b6249,4
558,1,SM19e3f5c02b353a5d356166139d320246,5
559,2,SM2db9ae7a8e8097539a79342fc81b6e69,6
560,5,SM0d5f0e95a3a8481548a3f7f7b358a4c1,4
561,1,SM11a0a5c0031f26b518ad850e5ed3a80e,5
562,3,SM20cfe2e384ddd337738891784523294d,6
563,4,SM296a652d077f7ba2d07a3f1e71b37ca3,4
564,3,SM7a592d628c385b33772da30b554b14f7,5
565,2,SMcee9f84aea67adfabb04853b904be988,6
566,4,SMda87f36c07c4a513b5da41376b81edfc,4
567,2,SM81da7ceba351f6d2037f251cc138b60d,5
568,3,SM528e13c04fa7489d91eb350964ab8db6,6
569,3,SM90a30f5ec3805e2fef7ac802bd988389,4
570,4,SM0631f9a5c71b203a56fd115ce1c4bd6b,5
571,4,SM586a5ffd854f8442bee5de2dba29db3a,6
572,4,SM65d1a5f8a9a0f6e3762c591fdac12b1c,4
573,2,SMeafd89f8ddfb4006c3e76f6afa9844bd,5
574,2,SMf71badbf57cbf2d34421f51bddf73616,6
575,Yes,SM2bc3480666a85216d5691ef62043a463,1
576,I am ready to begin.,SM45d41cf3f27d5637d5053d539876d8e2,1
577,Ready,SM045eae375ce8844d1e5e446b283e395a,1
578,Yes ,SM3c6873b5f3f9a4e415a1b409b4168668,1
579,Ready.,SM30847046f329c468f388cbf9358621aa,2
580,2,SMddc6cef54d130a062a2d62ff25981652,1
581,Yes,SM342bef26e164227a7093e09b83d6c1d1,1
582,4,SM0772af8a5ef7658e8d08557ecfc8a8d4,1
583,3,SMbc05bf28d8a80ef2e8fde9a880a4475c,1
584,4,SMc3dda6f5023503bd978b6618d82608b1,1
585,5,SM875a35952e9762485fbe34b7ae269f80,2
586,5,SM4064be7d291e3493f79ef0b6f1a074f9,1
587,5,SMa68ea244eab74c1566ee52fccbe8ba4e,3
588,3,SM19cd91a54ff55ec0884f684c9a7e9352,2
589,2,SM63b65aded4e972e3071be768e6471704,1
590,5,SM61b10cc221a356d3a8350387d5e67a1d,1
591,Agree,SMa9909e4349cd5f2f27ec84b8b590e6ce,1
592,4,SM2889ef5ea0439a843bd5c95b4ae590e6,1
593,1,SMacfb0d2d7a58025a07059568f6123c2f,1
594,3,SMf675b273f036d041b2bafea58ad03a57,1
595,2,SM44aa37d649661f94689e3933f98a581f,3
596,4,SM6aab27b1da6565e825db147135007a40,1
597,4,SM2cb4dddaab2f6ce3e0d23fb2d39762a7,2
598,"3, Neutral.",SM7ef879f201fa4f416d7a1c15fd2e007a,3
599,3,SMbe78c424975786eab7244397cdbfca9c,1
600,5,SM4c9e4da3b27656b65b3d51f47df19b63,1
601,2,SMa4b8f448cfbc87a68de00961a20e962d,2
602,3,SMdf39addce306f070f59cfbe43f02ee16,1
603,3,SM969d752534c82a0e3c3f5d39f61bd24e,1
604,5,SMf9e902e9592503235206607113c952ab,1
605,1,SM51849ddb91b5ea0242df0048ff81eb7d,1
606,3,SM01baf4f0e7367bdc3e3a3df3d7ccf194,1
608,"3,Neutral.",SM5f1b760d1ac2b8c817563a7c5692b528,1
609,2,SMa203216a8f4c97fa1798c98a3def69aa,1
614,Yes,SM2c806f97f2df4cfb6e775cb7bf4086db,1
615,3,SM2ea86b7341353961263dfb523b7b8bb1,2
616,5,SMdc1fa56fbc286dbf703bf26a852c1b7e,1
617,5,SM269027d435d1d933874939c6d88a05b0,2
620,3,SM6047c7044243064290a0a22c78b51aec,1
623,2,SMb08d2df94eceb90bea2c5c818582523a,1
624,3,SM2b066e35816f6dcc18e5db33e209ce9f,2
625,2,SM7fbb7bc4c911d51f1b8b5ee74142fd05,2
626,5,SM81f735339b2ab59a588679597fbf5a41,1
632,3,SMd0dae1b53f2bbc11acbfc704b29b85df,1
633,2,SM4c15b5d47b733a7c9a72209bd2645778,2
637,3,SM5fe14d9d8297844906cc7134c208809b,1
638,3,SMd4ba9aabf1f049458c5f70757a7ffb86,1
639,3,SMb308ec17f0e3c14480e64f5589f2ebf9,3
640,3,SM9b53af1ec57470e8e8ccd949a500d96a,2
641,3,SM98cea35be35fb7042d06df4496e102ab,1
644,1,SM58ac827530c878809c0fe38ab471c07f,3
647,1,SM7e6c58dae67ff5613322d938505993b3,3
648,3,SM6d7322c7d5caeca8e9d0f9844a57b0ed,1
649,4,SM0cdb2a6f6167256e69434e1703772e51,2
607,3,SM51ddbc44590b06f96751b11b3ad92a3a,1
610,3,SMbf7e122779318fb0ec3ccfc38d4d9c3d,3
611,4,SM03244d250c22649a3fb8e8d879e48712,1
612,3,SM14a78b9b9f297fc3e2ab1382cb529395,1
613,1,SM5b6da84fc606ac3e7881caf466b23cba,2
618,3,SM9aed74a6d76a3a2df50aa47cf9fee988,3
619,3,SMd593b1768de52acb4187e0326051ec8a,1
621,3,SMfbf501ea33d1ff61f6dd7e880c91f5e5,1
622,4,SM2d5870069e5e4f05b15637a55fb034af,2
627,5,SM80f61e4ce87324ef3caef82ed2020b07,1
628,4,SM8b8c52fa936a56d471e028a5058f35e7,1
629,4,SMb43254feb800809ed85f1fef78acd576,1
630,3,SM282189f5816ea2f7839680f1e3a0fb7e,1
631,3,SM795e480a94381802e9c6ad6411db190e,2
634,5,SM236fda340e354160e1236cc9a9242797,1
635,2,SM6f9494a634265154c9e9b0ff9cb67678,1
636,1,SM713fde8297884ad64ad259c5557f4b20,2
642,2,SM8aa4349e861509f1397f3997779bd053,2
643,3,SM6664342639d8b6b6e230f51efad06e66,3
645,4,SM60a9c9eca58f7527767ba10eb2ffa5d3,2
646,1,SMe9f121e3ed5698b98939666f2643e614,2
650,5,SM6832c9826c5f684d9557e9e82f903710,1
651,2,SM2b2949551dd95f489a46ea86cbdb29a1,2
652,4,SM215e28c2f183a987cb6b1565cef178f7,3
653,3,SM2eaccd30fb69130bfb4ff29c4df61335,2
654,1,SM629b6c21882e13fa82fecda873d4170c,3
655,4,SM03bf7460af5cdf2dc67c1221d0ab3168,2
656,4,SMa4cf9d3e159e0bfefe04ef5eaa8ef466,3
657,1,SMb390ef2e650fc1afbb7a237bf6fd33d8,2
658,3,SMdeb603166e11f84b6655a8c5db4af923,2
659,1,SM8202e45934f5593b223c4e076ba75a48,3
660,1,SMe88d0ccd8815f746bfd8baca976d1fac,3
661,3,SM0ca90415f33528ef15d453f6a765fdb4,3
662,4,SM7f451721d999aaeb65a3f98a4acb6781,3
663,5,SMcf58e8ea6f32e82ecc41c99004f016d4,3
664,3,SM88541121b6dd8993ea9136e201162996,3
665,2,SMc305fde1dcdaa8fd23b9397e56b6cc55,2
666,2,SM694d0f3c4196434e43c53fde543d7b85,3
667,1,SM939a3d1cc2afbf1300d73fe8d3bcb737,1
668,2,SM0a7c5f1160f6fe6885d1a0ec618202eb,2
669,1,SM105306897341b0b43a22bbaed926bdf5,3
670,3,SM36d32ca655dc152140ff8768aa03331a,1
671,3,SM91f099c39e5c0b0384c55f7cd14a6c6d,2
672,5,SM0077f68c1abcffa0d05d3684238914f4,3
673,3,SM4ee79629ed8beb5196fa23d2cc09a845,1
674,4,SM4f2ed859c3b5a9260bea688fc99441bb,2
675,5,SM0812360cc4a2776aa47d196decef4943,1
676,1,SM381067e355cae7c0f1474ecf86cb8f0e,3
677,1,SMa024ad548708fa3c455826d4202682a2,2
678,5,SMe31aba26481ee529228f18f1a1107969,1
679,3,SM1389e500c85df91317a1507a6eb70d60,2
680,4,SM5e846ad33ada94aced30858acb446d33,3
681,4,SM297b95b292c79b61a591e6b9558e69b5,3
682,4,SM59b6e78f6e67ba6e89783d2d51e94d07,1
683,3,SMf9aaa2a971617d3379663f06aa982631,2
684,4,SM6f196b5792f2b61084cd15c98b1ee143,1
685,1,SMfe884c8bbdb5ea9d5cfca6b398f14849,3
686,3,SM36065a2487911b10a1004159d4c9f621,2
687,4,SM7bf47aba36ee8fd46f8d449d465691d7,3
688,yes,SMe7b38b82dc4a57564b0af5d8c80ddaec,1
689,5,SM3a41ada5107842bf3e43fd91e10656cd,2
690,3,SM628e3e6bce6307e2bb3974548a244fbd,1
691,2,SMcaf7ea9228c09046e990e290a06c1620,3
692,2,SMe1f451911f9064a6dfc730ae5b7a2618,2
693,4,SMa839ff55b3c44b4b6a9a87377e7247a0,3
694,3,SMcc3e330623c7b80b2c51f82efe4b3313,1
695,3,SM8970ebf1ef7b46978b05829c0366b78e,2
696,1,SMb8570653b71166137f2cb9bd8bad95c4,3
697,4,SMd982a63748994a416d0a6179861c02c2,1
698,2,SM2548d0035264b1b369ee87257ccf1130,2
699,1,SM9f950a17a1843684de6e5d8cf422d755,1
700,3,SM74c3250949ab0ff24fdd6c2310be18fe,2
701,5,SM42fbaa554d76e2f0eeb7daf9ef19939c,3
702,5,SM673338dfcf585b85d6df5a572cda8d4e,1
703,1,SM8d28fedc799a7d3d5c0b87671d965543,2
704,1,SM7fb8bc92a4f79fad4b5ced5f7e657705,3
705,5,SMbe34552cfd5b79ea17d77539a6a5b4c6,1
706,1,SMc4f671003ea45a1a4b63c04b8a821eac,2
707,1,SM54d96a973c2a3449cffd82f17dec4e5f,3
708,5,SM485fa0f9e485a4029f4830f09d3e80e1,1
709,3,SM7996cd6f476eda05b146ac8d44ef42a6,2
710,3,SM0ba10272acd4bfdeae4bdb90c1de6a4f,3
711,3,SM5232b36500c6c9b50d483e6caa34263c,1
712,1,SMa9c2cbd9510a296bcad0c5d130662746,2
713,5,SM45d2a1ae88add20c4333f4a5fa48976a,3
714,5,SM96ce5b4d0ed0d3c9ac0630b3ea3d597f,1
715,1,SMb82ec75ae607292b0e69edffc66c76a9,2
716,5 ,SM365aa8081eda029385f749479e4e4a87,1
717,1,SM6b7b12cedabf8ffef6e6ae296bb53d91,2
718,1,SM8edbf5e72e8cd52b7b5b7e785ead858b,3
719,4,SM7afc8ef74b677196ddd711c014dad218,1
720,3,SM5039811613462234b36694eb5c11dac8,2
721,3,SM1f90fb1871fa26fec85e2ef68f7e6bf3,3
722,4,SM3977704e2823177521007a05f9837693,1
723,2,SM3f2637534c4ed649df45575e12115636,2
724,3,SM8df727c5e78720898bebd13697d23169,3
725,3,SM24866c4f6d87483828c8dbffe8286d85,1
726,2,SM2313c742a592612e8a0dc471e5c9fc20,2
727,1,SM60e4a4114b2c36c81832403aaff02653,3
728,Yes,SMd4f5c5946b197f0b58d460af091abdc1,4
729,Yes,SM44100f0a152d40650e0c7b8eb3daaf5f,4
730,Yess,SM76de5e0a55f9be9cee626987c1e471e8,5
731,Yes,SM682a0babd01397de667338bf27c58bdc,6
732,4,SM0105ba25d38d2855812e8e7f457087bc,5
733,4,SMeed7c6a23f176a9c3e82dd219c34a1bf,4
734,4,SM7798d2e6f879fb172af7b64782d41d59,4
735,3,SM4ff9491ce98a542b0f89c0294ea29957,4
736,2,SM44ad33a65b6823a5ca68780a5c6b8e37,4
737,5,SM527235a7402af314fa8767fb8cd2f308,4
741,Agree,SMff105ff9ca8e9fbd3c81a58164b38902,4
742,5,SMb9447c0699a8e782048b1d2a23c65afe,4
743,2,SM86f77941684ea9bae8a76ceea4b57887,4
744,5,SM2ff1d78120034b4a09d2b0b51630db85,4
745,2,SMe950f9e03782af8e5f37b51a8a361aa1,6
746,3,SM441fc5673a1a1e839cf43b62b1776742,4
747,4,SM5ca271343657f47e348fbf3142e8b77c,4
750,4,SM69fb81ca4f4f16f480ff60498585717d,4
751,5,SM33c476dcc277c2f26e646dd7811bcb24,4
752,3,SM9762c18f4645fa96fa01998688d729e5,1
754,3,SMaac1b29942563807c82a512361123ed0,4
755,2,SM057f801aae70626265125663489e9f65,2
756,2,SM7739a8ae333b58d613b5339fbf72fa9c,5
760,4,SM5d634fbd2bbe12cfb483ed0cc073c16a,4
761,4,SM5170aa6fc7cac1f4b22461f274948415,5
764,3,SM74c561cdbcb08f741514f4815eb5b463,4
768,1,SMb85187f44b2cea8b721b0f0b09b097d8,5
769,1,SM33d6a161100e41171527acbe9865cd07,5
770,2,SMf93f7f62d4cace048afbe6be41d8b33c,5
772,3,SM9a446b50b6c7c7ce5c6f09d022acd18c,5
774,1,SM9d6a815607cc46696ec40056acdc8e0d,5
775,2,SMfc4c884a4a7861a574a517c2d2004b6d,5
777,2,SM78429006dec9a9db2714e68b31198f03,5
780,3,SM205790210907762aeef1fce2b314896a,4
781,3,SM7de0c45c7294e39a95cb365f745a3f22,5
783,1,SMf4eb6a0048275a3e71cb89c64439d57e,6
784,3,SMd61074e4cab818350c2cc69730256ab9,6
786,2,SMa2d6aa698b3812a37753ec4221567166,4
787,1,SM7e21e089b537a0d153dcb510fd8910c8,5
738,5,SMe83dbbec8dea6edd0ac7d4f5096d8da0,4
739,Ok,SM669f5f07607255c05a844bff47a2590b,4
740,4,SM03a39d7aca333bd5a72062c15a7827cd,4
748,5,SMab4efdf42aee24a7038ae694ec4d2c52,4
749,4,SMe240a7670a7442028f0f195c9d81d851,4
753,2,SM59a6403115b34936f269880845b25d08,4
757,3,SMe391f40e7c0a0ecb1f55c16f8b2f8147,4
758,3,SM993add41b02b203f31c446e23a20456f,5
759,4,SM9d8564e74cac37f62a6f8673958a2bfc,4
762,1,SM72ee1bf344f45f3f7ea84d7264826691,5
763,4,SMb1c9c7f778096f514b8bf6e59a720d9c,4
765,5,SM92c1c9fd6a7eb6d1430cf07180b9df68,4
766,5,SMee6ef0c841f9936969305e879f24517a,5
767,2,SMf3996ea61149be95108352ca7b7bf97e,5
771,5,SMd92d9676debea78ae4a108c63a74856a,4
773,5,SMa58d404d07b85be6aab1f9e3d0d2dcf6,4
776,2,SMdd9cf8d1cfa02e99c16baad651b17658,5
778,4,SMaa922ddc8345e3101fd4bad9b9718609,4
779,2,SM89b4e2bb3c491bb0776f9d478e9ec7ce,5
782,1,SM8a655261900624eff0deccf3ec0b4fe0,5
785,1,SMf4721bfe2e3b1fe026f782bf2d9d45c5,6
788,2,SM26ca7f0472547014c0c2b44abf88f3f9,6
789,1,SMfef1e5a704c5d16fa49738e1ed9f116f,5
790,1,SMd5c2c7d8659d278e6822ecca83e867b4,6
791,3,SMf478dfaaaded8c8cb7a2efe29d3d8d2f,6
792,2,SM4d990cbe32a321af026269bbe2bcd77f,6
793,2,SMf207653797398f29dc42672ccac07b3e,6
794,2,SM49449223985db7633782e1cd9cc0c48a,6
795,3,SM43480870542d5c3a94023e3c57614c64,5
796,3,SM96eb60c986f759dc1af3106ff9b94ea5,6
797,2,SMd363938ceb9e103ab87c0f914e3675e1,6
798,4,SM346deb0cced3291870e0382c310b3d59,4
799,3,SM086ba88e90253edfb9ed794d104587fa,5
800,1,SM4b39650f73cb28d48eb84bd9ef87ffc6,6
801,5,SM77d619174c9e2975ce6c59dd910b96b6,1
802,2,SM197b11d87d21778895350ede8f9ab456,6
803,1,SMd86a277d306c0e5f55bd45a5ae7a8d87,2
804,2,SMe079b08836a7c302441348341f03cf7f,5
805,3,SM55ec8ff00c6eb966337e09018a8830c7,6
806,1,SMb8dfa571efd1443e75db8a889b421b7b,6
807,1,SM0645ddcc5bb83765e9f5c08b4cf0688e,3
808,1,SMcbd7c86d0b56656a4a850e82ba88544b,1
809,1,SM6b08f320389b93fa8fd26507a503fc84,2
810,1,SM6f2b662141bd097f66099e5590b29c76,3
811,2,SM58c75bd4e90c2185b4faa2ffa82bd285,1
812,2,SMe12143654d22dc0e61973697799c29e4,2
813,2,SMa2f9517ae5eb703a92279aa70444e6b8,3
814, 4,SM3554342816c9e70374c2f113971094a2,4
815,1,SMfa77bc781eef9057076bf4a9feb01db9,5
816,2,SM6b309ddb495e814f0c41fa71c41d6ca0,6
817,1,SM23e479a751d8bccfed263c27df43c0a6,4
818,1,SM751eef3d2596e4bd75f567cd662ea58a,4
819,3,SM106ce540e2a86057ef1f3b0b2932c450,4
820,4,SMdd6f054ae816ff382ba58f87c708028b,5
821,2,SMb34724fec6942e41945a976eef27671b,5
822,5,SM6c41be7348c816a27a39e0739d92a9b9,6
823,4,SMe6f29660cee3e802a64c7c8957711914,6
824,4,SM034157f3fc7e47fbeaa0f1539bcb07d2,4
825,5,SMaecf2490c45b857aa90cce9c932fc6cd,4
826,1,SMced1ea5e866fc57183bbbb6fc5f642ff,5
827,1,SM0a9fed9306e62b62b19d69b7c7a17d6e,5
828,4,SM73a3093260343ff52b8e8a84d1388217,4
829,5,SMb4fc2f26023f951bf02a914d8de50806,4
830,2,SM1b601f3952c7612b898ef3e6c8e63398,6
831,1,SM728061062310a94dc64ea8f341cc123a,5
832,3,SM8d4f39a76dd721a305911cdb2675a115,5
833,3,SM870a0ff307af5de23db3480c9660ee2e,6
834,1,SM8b08f3353da09a17100a9b31e0f468f5,6
835,3,SM68bbe72caf0a9cafb43dc486c083b9c4,6
836,1,SMa69433ebbb9a63d67dd2a2c70a80190a,5
837,3,SM1e9425d76ac85573b6ea11fbf1e51b64,4
838,5,SM4eca74ef7e494ba176bcdec1ff4ccd2b,6
839,3,SMd85c7d043455fcb157dde8a64c4527c0,5
840,2,SM0f86740e7f3a18d504cef83697a5a0a6,6
841,5,SMab20bbd67dfee5b7ce28117627efcbb2,4
842,STOP,SMace335896363190d59e3470066550ad0,5
843,I already answered these before class ,SM12c86a8ff44bdbf3db8e2229b8640885,1
844,STOP,SM308538b5b88c728fdaac2fe2be1cb680,6
845,Ok,SM0d8c72ee53077853da9004443d469740,1
846,5,SMcc10a3cc33026e90a7a6b149b354443a,2
847,3,SM58e98f970ad72899b4e81964429555a9,4
848,1,SM5a948cb051074b6f56e359bb3271350d,3
849,2,SM1f7af59728423e2653afde59f64ece90,5
850,1,SM1a4e2cf6154c0eccdabb08b53a096049,6
851,5,SMed975e07543d2ccf7bd4b2a98466ef5f,1
852,1,SMa0147f20ced8c33cc3d8c7a60c350eed,2
853,3,SMcafefb30b91a43d0556397a65854955b,3
854,5,SM1ae553425e239bf71d14b8b30839b369,4
855,1,SMf045fc8d3ce09ec2ce38d20e6e2ed9a2,5
856,1,SM2ce468908c6a3cc74c6be9863c9d3ade,6
857,4,SMc0c8b8020f79a59bbbdeaac785453f5c,4
858,3,SMf5983c8e49767516aec27e03ed157539,5
859,2,SMd764fbf2975b77cb6827aa772d3e7371,6
860,4,SM2b9014ff583e83daeb9b97619f24e746,4
861,3,SMbe5a40e52a74eba3acf30261c7a97f9f,5
862,1,SM250cc5e6ed2be0c3412373419c329a83,6
863,3,SMe532d0bd03c7cb55d57e9a69ed2027e8,1
864,3,SMd99d84542d782b0ee28768ce201da49f,2
865,4,SMc0e47e3ba635fcd641988fd2973b8f95,3
866,4,SM3522caa17bc7307f229e8f339d323e19,4
867,2,SM50b0f8572d9fffc876aaab947be993a9,5
868,2,SMab688aca2cb1988c951aa7020a554966,6
869,3,SM647a1ea8ea1a85011654357e8615905a,4
870,3,SMb60f909d933e9956eb87a7c9c5ab8d14,5
871,2,SM50c7b03885505756bc534e05cd072fc8,6
872,1,SM6783752dd75e1e4063215973dbca17ed,4
873,2,SMaae689873315a1f7bc727492c9fc507a,5
874,5,SM99a9cbd081b9223fc12d75581d8b4e04,6
877,2,SM63f0b336a73c47321ef4306b8f6c6a00,6
878,2,SMc28bc4fd604b64e78b647d131f60ea91,4
879,4,SMa1043d10f89a6e6ee7d61430875b469f,5
880,2,SMdde0c1965509a9a63ebba7318b4621e6,6
875,5,SM9c27c6462e5a8fc2a1ea259a9c61a000,4
876,1,SMe88c69625cab02eca5ed1a96974a3ce3,5
881,3,SM46cf793826a349e3ded0b5bd0c5c8e09,4
882,4,SM4b6b220cfb052c487e36299414ef2358,5
883,5,SM4d517470f84098af50aebe629b6d93ec,6
884,Yes,SM2f3a13b7708f057cc938d64b5729ca46,1
885,Start,SM1509d994f72efdd4d21e76ac693c29e3,1
886,I,SMdca625d72c1bee90f1fdf9231b7555ad,1
887,5,SMaf6088af66a9324d445a5a69ca867931,1
888,3,SM8d70f7168a009f704c34a0669d30883f,1
889,4,SMdf443823c5435e32b8d4b42d25394d1f,1
890,4,SM32102e7c1a7bb5ec2f0cb78fc2f71dd0,1
891,Ok,SM86edd67df9c86dfff2a9ef98731914cf,1
892,3,SM12c65470ab810b322586b24175dbabd3,1
893,4,SM4753b360948cf4082929675c35ba6ece,1
894,2,SM80094e3efe68e8d1ec9390b0e415774e,1
895,2,SMb71c31cfa2e3fc352bc644ec947ea01f,1
896,4,SM3928d5ce32c64a3f99836babf1f683bb,2
897,3,SM4b19c554b972f126ec1eca06933e9adf,3
898,3,SMb0e64e122d15f568b18ce9974a5afbb1,1
899,5,SMda65a9d4d6154e035cfd100133ad1ad9,1
900,1,SM14b84025172185dd24116d977d690402,2
901,3,SMcda5f775c2d1ab7596715c10ab1219bd,3
902,4,SM46113620a4ab9c4bb1d9e522f83210b0,1
903,2,SMdd0111fd74001721e3d5058509ea8a92,1
904,yes,SMe4736dc16f5affaa685ffb24eec4bd6d,1
905,2,SMe4d5e427d1c960b92cdb6cbfac79f8ca,1
906,4,SM3d9c3facf001425c295888e6e275853e,1
907,2,SM57faf211ab3a71e2d5cc9090edadcd3d,1
908,4,SMa8b3351d1fdacbc60d606f2d480e0b05,1
909,4,SM1c560c890a77b827de237e992b5318c5,1
910,5,SM85356516dffca0f75c45e365b8e1d01a,1
911,2,SM2b4bcb79a9a500fb17013c6348cbf169,1
912,"4, Agree.",SM7476a39e6a5cd66d8b269405441239ac,1
913,4,SM30a5ebd4085fb2815a0c3272305a445a,1
914,2,SM4b066e16e7bfc4c2478e88bb882e71dd,1
915,3,SM56c831cc31999a85c40a2f05d322ce8d,1
916,5,SMd70549e531a28c2cc24886db1ca8b11f,1
917,5,SM9301213e34d0f90228630cfceb423cb7,1
918,2,SMdb45e7839d6edbfe4f6802ef7b830cd6,1
919,4,SM6605c2c3a825b40f3027ede605fca964,2
920,3,SMf580cebf8a15db780870617d77d82a4c,3
921,4,SM20d6a1a0aa3d1177ef5cccdefc19566c,1
922,1,SMd15bc86320fe0c2d48abeb9e394278be,2
923,5,SM70d9a21bb4eb2cf1962d60adb6b305c1,1
924,1,SM2d3a0f10b434d0e2387f1dabb7d9bf38,2
925,1,SMa003b6db83c40ad0f114f25d2e701bc3,2
926,1,SMd002e8a10c7987203e502a6c910b7f38,2
927,3,SM0df78f5520cf91b4c472ebc678a5cb81,2
928,4,SM3ea3ecf345a161b4b6cc763c15d1b5f1,1
